,city,region,country,lng,lat,population,continent
4942,Moss,Østfold,NO,10.6577,59.434,49668,NA
4943,Mosta,Mosta,MT,14.4333,35.9,20241,EU
4944,Mostaganem,Mostaganem,DZ,0.0903,35.9333,145696,EU
4945,Mostar,"Bosnia and Herzegovina, Federation of",BA,17.8125,43.3494,163067,AF
4946,Mosul,Nīnawá,IQ,43.1167,36.3667,1694000,AS
4947,Motavita,Boyacá,CO,-73.3672,5.5772,8067,EU
4948,Mouila,Ngounié,GA,11.055,-1.8667,22469,SA
4949,Moulins,Auvergne-Rhône-Alpes,FR,3.3325,46.5647,19563,EU
4950,Moundou,Logone Occidental,TD,16.0833,8.5667,142462,EU
4951,Mount Hagen,Western Highlands,PG,144.2167,-5.8667,29765,AF
4952,Moura,Beja,PT,-7.4505,38.1397,15167,EU
4953,Mouscron,Wallonia,BE,3.2156,50.7444,58234,AS
4954,Moussoro,Barh el Gazel,TD,16.4833,13.6333,16349,SA
4955,Moyo,Moyo,UG,31.72,3.6504,22434,AF
4956,Moyobamba,San Martín,PE,-76.9667,-6.0333,50073,EU
4957,Mozonte,Nueva Segovia,NI,-86.45,13.65,6795,AF
4958,Moçâmedes,Namibe,AO,12.1508,-15.1953,255000,OC
4959,Moñitos,Córdoba,CO,-76.1286,9.2461,29117,EU
4960,Mpanda,Katavi,TZ,31.0694,-6.3436,73338,EU
4961,Mpigi,Mpigi,UG,32.3136,0.225,11082,AF
4962,Mrkonjić Grad,"Srpska, Republika",BA,17.0833,44.4167,7915,AF
4963,Mrągowo,Warmińsko-Mazurskie,PL,21.3051,53.8644,21302,SA
4964,Mstsislaw,Mahilyowskaya Voblasts’,BY,31.7247,54.0196,10201,NA
4965,Mtskheta,Mtskheta Mtianeti,GE,44.7167,41.85,7940,AF
4966,Mtwara,Mtwara,TZ,40.1828,-10.2736,92602,SA
4967,Mubende,Mubende,UG,31.37,0.5904,18936,AF
4968,Mubi,Adamawa,NG,13.2606,10.2604,225705,AF
4969,Mucuchíes,Mérida,VE,-70.9167,8.75,5900,EU
4970,Mudanjiang,Heilongjiang,CN,129.5997,44.5861,2798723,EU
4971,Muhos,Pohjois-Pohjanmaa,FI,26.0,64.8,9063,EU
4972,Mukacheve,Zakarpats’ka Oblast’,UA,22.7136,48.4414,86257,AS
4973,Mukdahan,Mukdahan,TH,104.7228,16.5431,33102,AF
4974,Mulanje,Mulanje,MW,35.5,-16.0333,20870,AF
4975,Mulhouse,Grand Est,FR,7.34,47.75,108942,AF
4976,Multan,Punjab,PK,71.4711,30.1978,1871843,SA
4977,Mumbai,Mahārāshtra,IN,72.8775,19.0758,22186000,AS
4978,Munich,Bavaria,DE,11.575,48.1375,1488202,EU
4979,Muntinlupa City,Muntinlupa,PH,121.05,14.3833,543445,EU
4980,Munxar,Munxar,MT,14.2353,36.0303,1454,AS
4981,Muramvya,Muramvya,BI,29.6,-3.25,5458,AF
4982,Murcia,Murcia,ES,-1.1303,37.9861,460349,EU
4983,Muret,Occitanie,FR,1.3267,43.4611,24813,AS
4984,Muri,Aargau,CH,8.3417,47.2747,7810,AS
4985,Murmansk,Murmanskaya Oblast’,RU,33.0833,68.9667,298096,EU
4986,Murovani Kurylivtsi,Vinnyts’ka Oblast’,UA,27.515,48.7222,5872,AS
4987,Murska Sobota,Murska Sobota,SI,16.1619,46.6586,11107,EU
4988,Murtosa,Aveiro,PT,-8.6386,40.7369,10585,AF
4989,Murzuq,Murzuq,LY,13.9336,25.9136,43732,EU
4990,Murça,Vila Real,PT,-7.45,41.4,5952,EU
4991,Muscat,Masqaţ,OM,58.5922,23.6139,1421409,EU
4992,Musoma,Mara,TZ,33.8042,-1.5069,103497,EU
4993,Mut,Mersin,TR,33.4375,36.6458,6556,EU
4994,Mutare,Manicaland,ZW,32.6694,-18.9728,188243,EU
4995,Mutatá,Antioquia,CO,-76.4358,7.2433,22505,EU
4996,Mutsamudu,Anjouan,KM,44.3939,-12.1675,30000,AF
4997,Muurame,Keski-Suomi,FI,25.6722,62.1292,9791,EU
4998,Muyinga,Muyinga,BI,30.3333,-2.85,9609,AS
4999,Muzaffargarh,Punjab,PK,71.1933,30.0703,163268,AF
5000,Muzo,Boyacá,CO,-74.1044,5.5297,8548,AS
5001,Muğla,Muğla,TR,28.3667,37.2167,56619,AF
5002,Muş,Muş,TR,41.4911,38.7333,15687,SA
5003,Muḩradah,Ḩamāh,SY,36.5725,35.2478,17578,AF
5004,Mwanza,Mwanza,MW,34.5167,-15.6167,11379,EU
5005,Mwanza,Mwanza,TZ,32.9,-2.5167,385810,AF
5006,Myadzyel,Minskaya Voblasts’,BY,26.9386,54.8756,7146,AS
5007,Myitkyina,Kachin State,MM,97.3936,25.3867,243031,SA
5008,Myjava,Nitriansky,SK,17.5686,48.7578,11708,AS
5009,Mykhailivka,Zaporiz’ka Oblast’,UA,35.2248,47.2717,11949,AS
5010,Mykolaiv,Mykolayivs’ka Oblast’,UA,32.0,46.9667,498748,AS
5011,Mymensingh,Mymensingh,BD,90.38,24.7504,330126,AF
5012,Mynämäki,Varsinais-Suomi,FI,21.9833,60.6833,7859,AF
5013,Myory,Vitsyebskaya Voblasts’,BY,27.6167,55.6167,7845,EU
5014,Myrhorod,Poltavs’ka Oblast’,UA,33.6124,49.964,40160,AS
5015,Myronivka,Kyyivs’ka Oblast’,UA,30.9833,49.65,11478,EU
5016,Mysłowice,Śląskie,PL,19.1333,50.2333,75183,EU
5017,Mytilíni,Voreío Aigaío,GR,26.5536,39.1047,27871,EU
5018,Myślibórz,Zachodniopomorskie,PL,14.8667,52.925,11049,AS
5019,Mzimba,Mzimba,MW,33.6,-11.9,19308,EU
5020,Málaga,Andalusia,ES,-4.42,36.7194,577405,EU
5021,Mátészalka,Szabolcs-Szatmár-Bereg,HU,22.3167,47.9431,16576,EU
5022,Mâcon,Bourgogne-Franche-Comté,FR,4.8313,46.3063,33810,EU
5023,Mäntsälä,Uusimaa,FI,25.3167,60.6331,20685,EU
5024,Mänttä,Pirkanmaa,FI,24.6236,62.0292,6341,EU
5025,Mäntyharju,Etelä-Savo,FI,26.8792,61.4181,6159,EU
5026,Médéa,Médéa,DZ,2.75,36.2675,138355,AF
5027,Mégara,Attikí,GR,23.3333,38.0,23456,EU
5028,Ménaka,Gao,ML,2.4,15.9167,20702,EU
5029,Mérida,Extremadura,ES,-6.3333,38.9,59424,EU
5030,Mérida,Mérida,VE,-71.1333,8.5833,300000,EU
5031,Mérida,Yucatán,MX,-89.62,20.97,892363,EU
5032,Mértola,Beja,PT,-7.65,37.6333,7274,EU
5033,Mêda,Guarda,PT,-7.2667,40.9667,5202,AF
5034,Mór,Fejér,HU,18.2086,47.3717,13936,EU
5035,Mórahalom,Csongrád,HU,19.8833,46.2167,6145,AF
5036,Mödling,Niederösterreich,AT,16.2831,48.0856,20555,EU
5037,Mölndal,Västra Götaland,SE,12.0139,57.6542,37233,SA
5038,Mönchengladbach,North Rhine-Westphalia,DE,6.4333,51.2,259665,NA
5039,Mörön,Hövsgöl,MN,100.1614,49.6375,134530,EU
5040,Mühldorf,Bavaria,DE,12.5228,48.2456,20323,EU
5041,Mühlhausen,Thuringia,DE,10.45,51.2167,36200,EU
5042,Mülheim,North Rhine-Westphalia,DE,6.8825,51.4275,170921,EU
5043,Münchwilen,Thurgau,CH,8.9924,47.4815,5377,EU
5044,Münster,North Rhine-Westphalia,DE,7.6256,51.9625,316403,EU
5045,Mýrina,Voreío Aigaío,GR,25.0742,39.8797,5711,EU
5046,Mārupe,Mārupes Novads,LV,24.0575,56.9069,16826,AS
5047,Mława,Mazowieckie,PL,20.3812,53.1341,29836,EU
5048,Mỹ Tho,Tiền Giang,VN,106.364,10.3543,124143,EU
5049,M’Sila,M’sila,DZ,4.5419,35.7058,150000,EU
5050,Na Chaluai,Ubon Ratchathani,TH,105.2431,14.5309,7306,EU
5051,Na Duang,Loei,TH,101.98,17.4743,6748,EU
5052,Na Klang,Nong Bua Lamphu,TH,102.1964,17.3043,20609,EU
5053,Na Wa,Nakhon Phanom,TH,104.102,17.4692,12160,EU
5054,Na Yung,Udon Thani,TH,102.2403,17.9142,8564,EU
5055,Naama,Naama,DZ,-0.3111,33.2678,16251,AS
5056,Naantali,Varsinais-Suomi,FI,22.0264,60.4681,18916,AF
5057,Naarden,Noord-Holland,NL,5.1622,52.2953,17202,AS
5058,Naas,Kildare,IE,-6.6669,53.2158,21393,AS
5059,Nabatîyé,Nabatîyé,LB,35.45,33.3833,80000,AS
5060,Nabeul,Nabeul,TN,10.7361,36.4514,73128,AS
5061,Nabire,Papua,ID,135.5134,-3.3515,43898,AS
5062,Nabunturan,Compostela Valley,PH,125.9664,7.6078,84340,AF
5063,Nacaome,Valle,HN,-87.4833,13.5333,13931,EU
5064,Naco,Sonora,MX,-109.9478,31.3269,5485,EU
5065,Nacozari de García,Sonora,MX,-109.6833,30.3833,12987,EU
5066,Nada,Hainan,CN,109.5833,19.5,977700,AS
5067,Nadur,Nadur,MT,14.295,36.0381,4509,AF
5068,Nadvirna,Ivano-Frankivs’ka Oblast’,UA,24.5833,48.6333,22447,AS
5069,Naftalan,Naftalan,AZ,46.8192,40.5058,10100,AS
5070,Naga City,Naga,PH,123.1667,13.6167,209170,NA
5071,Nagano,Nagano,JP,138.1928,36.6486,367184,NA
5072,Nagasaki,Nagasaki,JP,129.8667,32.7833,404656,NA
5073,Nagoya,Aichi,JP,136.9333,35.1167,9522000,AS
5074,Nagqu,Tibet,CN,92.0569,31.4766,414554,EU
5075,Nagua,Cibao Nordeste,DO,-69.85,19.38,76933,EU
5076,Nagyatád,Somogy,HU,17.3575,46.2294,10212,AS
5077,Nagykanizsa,Nagykanizsa,HU,16.9975,46.4558,46866,AS
5078,Nagykálló,Szabolcs-Szatmár-Bereg,HU,21.85,47.8831,9214,AS
5079,Nagykáta,Pest,HU,19.7414,47.4178,12280,AS
5080,Nagykőrös,Pest,HU,19.7839,47.0331,23424,AS
5081,Naha,Okinawa,JP,127.6789,26.2122,316048,AS
5082,Nahualá,Sololá,GT,-91.317,14.8429,62000,NA
5083,Nairobi,Nairobi City,KE,36.8172,-1.2864,5545000,EU
5084,Najafābād,Eşfahān,IR,51.3667,32.6342,235281,EU
5085,Najasa,Camagüey,CU,-77.7472,21.0836,15579,EU
5086,Najrān,Najrān,SA,44.1322,17.4917,72038,EU
5087,Naju,Jeonnam,KR,126.7175,35.0283,92582,EU
5088,Nakasongola,Nakasongola,UG,32.4564,1.3089,6921,AS
5089,Nakhon Chai Si,Nakhon Pathom,TH,100.1869,13.8005,8226,NA
5090,Nakhon Luang,Phra Nakhon Si Ayutthaya,TH,100.6083,14.4628,7092,AF
5091,Nakhon Nayok,Nakhon Nayok,TH,101.215,14.2031,16195,AS
5092,Nakhon Pathom,Nakhon Pathom,TH,100.0581,13.8194,78780,NA
5093,Nakhon Phanom,Nakhon Phanom,TH,104.7808,17.4069,26437,AS
5094,Nakhon Ratchasima,Nakhon Ratchasima,TH,102.0831,14.9736,134440,AS
5095,Nakhon Sawan,Nakhon Sawan,TH,100.1353,15.7133,86439,AF
5096,Nakhon Si Thammarat,Nakhon Si Thammarat,TH,99.963,8.4363,106322,AS
5097,Nakhon Thai,Phitsanulok,TH,100.8296,17.1011,9278,AS
5098,Nakkila,Satakunta,FI,22.0042,61.3653,5651,AS
5099,Naklo,Naklo,SI,14.3176,46.2749,1776,AS
5100,Nakuru,Nakuru,KE,36.0667,-0.2833,307990,AS
5101,Nakło nad Notecią,Kujawsko-Pomorskie,PL,17.5928,53.1403,19507,AS
5102,Nalchik,Kabardino-Balkariya,RU,43.6167,43.4833,265162,AS
5103,Nallıhan,Ankara,TR,31.3509,40.1883,17181,AS
5104,Nam Som,Udon Thani,TH,102.1435,17.7694,8742,AS
5105,Nam Định,Nam Định,VN,106.1683,20.42,352108,EU
5106,Namangan,Namangan,UZ,71.6725,40.9953,626120,EU
5107,Nampula,Nampula,MZ,39.2667,-15.1167,743000,AF
5108,Namsan,Hambuk,KP,129.2304,42.2304,80146,EU
5109,Namsos,Nord-Trøndelag,NO,11.494,64.467,8471,EU
5110,Namur,Wallonia,BE,4.8667,50.4667,110939,AS
5111,Nan,Nan,TH,100.7766,18.7893,20595,AS
5112,Nanchang,Jiangxi,CN,115.8872,28.6842,5545500,AS
5113,Nanchital de Lázaro Cárdenas del Río,Veracruz,MX,-94.4167,18.0667,30039,AS
5114,Nanchong,Sichuan,CN,106.0784,30.7991,6278614,AF
5115,Nancy,Grand Est,FR,6.1846,48.6936,104885,AS
5116,Nandaime,Granada,NI,-86.05,11.75,37413,EU
5117,Nang Rong,Buriram,TH,102.7746,14.6363,21493,EU
5118,Nangan,Lienchiang,TW,119.9432,26.1598,7382,AS
5119,Nangandao,Henan,CN,113.8851,35.2992,5708191,AS
5120,Nanjian,Yunnan,CN,100.5231,25.053,50083,NA
5121,Nanjing,Jiangsu,CN,118.7667,32.05,7729000,AS
5122,Nannestad,Akershus,NO,10.9528,60.2456,14637,EU
5123,Nanning,Guangxi,CN,108.315,22.8192,7254100,NA
5124,Nanping,Fujian,CN,118.1728,26.6448,2690000,AS
5125,Nansan,Yunnan,CN,98.8253,23.7784,43097,AS
5126,Nanterre,Île-de-France,FR,2.1969,48.8988,96807,AS
5127,Nantes,Pays de la Loire,FR,-1.5528,47.2181,314138,AS
5128,Nantong,Jiangsu,CN,120.8873,31.9829,7283622,AS
5129,Nantou,Nantou,TW,120.6833,23.9167,101606,EU
5130,Napier,Hawke’s Bay,NZ,176.9167,-39.4833,62241,AS
5131,Naples,Campania,IT,14.25,40.8333,966144,AS
5132,Naqadeh,Āz̄arbāyjān-e Gharbī,IR,45.3833,36.95,72975,AS
5133,Nara,Koulikoro,ML,-7.28,15.18,18459,EU
5134,Nara,Nara,JP,135.7833,34.6833,352377,EU
5135,Naranjos,Veracruz,MX,-97.6833,21.3472,20073,AS
5136,Narathiwat,Narathiwat,TH,101.8231,6.4264,41342,AS
5137,Narbonne,Occitanie,FR,3.0042,43.1836,55375,OC
5138,Narowlya,Homyel’skaya Voblasts’,BY,29.5,51.8,8364,EU
5139,Narva,Ida-Virumaa,EE,28.2006,59.3792,53424,AS
5140,Narvik,Nordland,NO,17.4278,68.4383,14148,AF
5141,Naryn,Naryn,KG,76.0,41.4333,34822,AS
5142,Nar’yan-Mar,Nenetskiy Avtonomnyy Okrug,RU,53.0067,67.6378,24775,NA
5143,Nashville,Tennessee,US,-86.7843,36.1715,1081903,AS
5144,Nastola,Päijät-Häme,FI,25.9301,60.9477,14890,EU
5145,Nasīm Shahr,Tehrān,IR,51.1647,35.5644,200393,EU
5146,Natagaima,Tolima,CO,-75.0936,3.6231,22320,EU
5147,Natal,Rio Grande do Norte,BR,-35.2089,-5.795,877662,EU
5148,Natitingou,Atacora,BJ,1.39,10.3204,80892,AS
5149,Naucalpan de Juárez,México,MX,-99.2378,19.4753,913681,EU
5150,Naujoji Akmenė,Akmenė,LT,22.8833,56.325,7194,NA
5151,Naumburg,Saxony-Anhalt,DE,11.8098,51.1521,32402,EU
5152,Nautla,Veracruz,MX,-96.7833,20.2167,2890,AS
5153,Nava,Coahuila de Zaragoza,MX,-100.7675,28.4214,26963,SA
5154,Naval,Biliran,PH,124.45,11.5833,58187,SA
5155,Navoiy,Navoiy,UZ,65.3833,40.0833,134100,AF
5156,Navojoa,Sonora,MX,-109.4461,27.0813,120926,NA
5157,Navotas,Navotas,PH,120.9417,14.6667,247543,EU
5158,Nawabshah,Sindh,PK,68.41,26.2442,263102,EU
5159,Nawá,Dar‘ā,SY,36.05,32.8833,63676,NA
5160,Naxxar,Naxxar,MT,14.4447,35.915,13443,NA
5161,Naxçıvan,Naxçıvan,AZ,45.4122,39.2089,74500,AS
5162,Nay Pyi Taw,Nay Pyi Taw,MM,96.115,19.7475,1160242,AS
5163,Nazareth,Northern,IL,35.2978,32.7021,83400,NA
5164,Nazaré,Leiria,PT,-9.0667,39.6,15158,AS
5165,Nazilli,Aydın,TR,28.3206,37.9125,41330,AS
5166,Naz̧arābād,Alborz,IR,50.6075,35.9522,119512,AS
5167,Našice,Osječko-Baranjska Županija,HR,18.1,45.4833,7888,EU
5168,Naţanz,Eşfahān,IR,51.9181,33.5111,14122,AS
5169,Ndalatando,Kwanza Norte,AO,14.9167,-9.3,161584,AS
5170,Ndola,Copperbelt,ZM,28.6337,-12.9683,528330,AS
5171,Ndélé,Bamingui-Bangoran,CF,20.653,8.4091,11764,EU
5172,Nebbi,Nebbi,UG,31.1025,2.4758,30354,AS
5173,Nechí,Antioquia,CO,-74.775,8.0958,25790,AS
5174,Necochea,Buenos Aires,AR,-58.7333,-38.55,80478,EU
5175,Necoclí,Antioquia,CO,-76.7839,8.4258,69090,AS
5176,Nederweert,Limburg,NL,5.7472,51.2828,17001,AF
5177,Neerijnen,Gelderland,NL,5.2833,51.8333,12397,AF
5178,Neftçala,Neftçala,AZ,49.2486,39.3791,14241,AF
5179,Negotino,Negotino,MK,22.0892,41.4839,2683,AF
5180,Neiba,Enriquillo,DO,-71.42,18.49,36511,SA
5181,Neijiang,Sichuan,CN,105.0635,29.5872,3702847,SA
5182,Neira,Caldas,CO,-75.5189,5.1664,31399,SA
5183,Neiva,Huila,CO,-75.2875,2.9275,353033,EU
5184,Nelas,Viseu,PT,-7.85,40.5167,14037,EU
5185,Nelson,Nelson,NZ,173.2381,-41.2931,49300,AS
5186,Neman,Kaliningradskaya Oblast’,RU,22.0333,55.0333,10931,EU
5187,Nemyriv,Vinnyts’ka Oblast’,UA,28.8439,48.9794,11697,NA
5188,Nenjiang,Heilongjiang,CN,125.216,49.1745,50000,AS
5189,Nentón,Huehuetenango,GT,-91.7552,15.8012,28983,SA
5190,Nesebar,Burgas,BG,27.7247,42.6595,14000,SA
5191,Nesoddtangen,Akershus,NO,10.6556,59.8086,19805,EU
5192,Neu-Ulm,Bavaria,DE,10.0,48.3833,58707,OC
5193,Neubrandenburg,Mecklenburg-Western Pomerania,DE,13.2608,53.5569,64086,EU
5194,Neuburg,Bavaria,DE,11.1833,48.7333,29682,EU
5195,Neuchâtel,Neuchâtel,CH,6.9306,46.9903,33475,AS
5196,Neufchâteau,Grand Est,FR,5.6961,48.3556,6642,NA
5197,Neufchâteau,Wallonia,BE,5.4353,49.8411,7679,EU
5198,Neumarkt,Bavaria,DE,11.4667,49.2833,40002,EU
5199,Neumünster,Schleswig-Holstein,DE,9.99,54.0714,79487,EU
5200,Neunkirchen,Niederösterreich,AT,16.0817,47.7269,12879,EU
5201,Neunkirchen,Saarland,DE,7.1799,49.3448,46469,EU
5202,Neuquén,Neuquén,AR,-68.0455,-38.9573,231198,EU
5203,Neuruppin,Brandenburg,DE,12.8,52.9222,30764,EU
5204,Neusiedl am See,Burgenland,AT,16.8431,47.9486,8235,EU
5205,Neuss,North Rhine-Westphalia,DE,6.6939,51.2003,153796,EU
5206,Neustadt,Bavaria,DE,10.6089,49.58,13121,EU
5207,Neustadt,Bavaria,DE,12.1706,49.7306,5727,EU
5208,Neustadt,Rhineland-Palatinate,DE,8.1952,49.3443,53148,EU
5209,Neuwied,Rhineland-Palatinate,DE,7.4614,50.4286,64574,SA
5210,Nevers,Bourgogne-Franche-Comté,FR,3.1572,46.9933,33279,EU
5211,Nevşehir,Nevşehir,TR,34.7122,38.625,21121,EU
5212,New Amsterdam,East Berbice-Corentyne,GY,-57.5167,6.25,46874,EU
5213,New Delhi,Delhi,IN,77.209,28.6139,249998,EU
5214,New Mirpur,Azad Kashmir,PK,73.75,33.1333,124352,EU
5215,Neyshābūr,Khorāsān-e Raẕavī,IR,58.82,36.22,221700,EU
5216,Nezahualcóyotl,México,MX,-98.9889,19.4,1077208,EU
5217,Ngaoundéré,Adamaoua,CM,13.5839,7.3214,189800,EU
5218,Ngerulmud,Melekeok,PW,134.6242,7.5006,271,AS
5219,Ngozi,Ngozi,BI,29.8167,-2.9,39884,SA
5220,Nguigmi,Diffa,NE,13.1108,14.2532,17897,AS
5221,Nguru,Yobe,NG,10.45,12.8804,111014,AS
5222,Nha Trang,Khánh Hòa,VN,109.1908,12.2495,392279,AS
5223,Niamey,Niamey,NE,2.1111,13.5086,1026848,NA
5224,Nice,Provence-Alpes-Côte d’Azur,FR,7.2663,43.7034,341032,AF
5225,Nicosia,Lefkosía,CY,33.365,35.1725,330000,OC
5226,Nida,Neringa,LT,21.0053,55.304,2385,AF
5227,Nidzica,Warmińsko-Mazurskie,PL,20.425,53.3583,13547,AF
5228,Nieuw Amsterdam,Commewijne,SR,-55.07,5.91,4935,AF
5229,Nieuw Nickerie,Nickerie,SR,-56.9731,5.9261,12818,AS
5230,Nieuwegein,Utrecht,NL,5.0919,52.0314,63036,AF
5231,Niigata,Niigata,JP,139.0364,37.9161,790646,EU
5232,Nijkerk,Gelderland,NL,5.4833,52.2167,42943,AS
5233,Nijmegen,Gelderland,NL,5.8625,51.8475,177659,EU
5234,Nikhom Kham Soi,Mukdahan,TH,104.5551,16.3749,6334,EU
5235,Nikopol,Dnipropetrovs’ka Oblast’,UA,34.3575,47.5772,110669,SA
5236,Niksar,Tokat,TR,36.9667,40.5833,12577,SA
5237,Nilka,Xinjiang,CN,82.5089,43.7826,31907,EU
5238,Ningbo,Zhejiang,CN,121.5492,29.875,2125500,AS
5239,Ningde,Fujian,CN,119.5228,26.6617,2910000,EU
5240,Ning’an,Heilongjiang,CN,129.4656,44.3439,440000,EU
5241,Ninh Bình,Ninh Bình,VN,105.9797,20.2581,130517,AS
5242,Nioro,Kayes,ML,-9.55,15.1833,14421,EU
5243,Niort,Nouvelle-Aquitaine,FR,-0.4606,46.3258,59059,AS
5244,Niquero,Granma,CU,-77.5781,20.0472,41252,AS
5245,Niquinohomo,Masaya,NI,-86.1,11.9,13458,AS
5246,Nisa,Portalegre,PT,-7.65,39.5167,7450,AS
5247,Nisporeni,Nisporeni,MD,28.1783,47.0814,10063,AS
5248,Nitra,Nitriansky,SK,18.0875,48.3147,77374,AS
5249,Nittedal,Akershus,NO,10.8722,60.0731,24454,AF
5250,Nivala,Pohjois-Pohjanmaa,FI,24.9778,63.9292,10876,EU
5251,Nivelles,Wallonia,BE,4.3236,50.5964,28521,NA
5252,Nizhniy Novgorod,Nizhegorodskaya Oblast’,RU,44.0075,56.3269,1264075,NA
5253,Nizhyn,Chernihivs’ka Oblast’,UA,31.9,51.05,73283,EU
5254,Nizip,Gaziantep,TR,37.7942,37.0097,22675,EU
5255,Nizwá,Ad Dākhilīyah,OM,57.5314,22.9264,72076,EU
5256,Niğde,Niğde,TR,34.6792,37.9667,21663,EU
5257,Niš,Niš,RS,21.8961,43.3192,183164,EU
5258,Njombe,Njombe,TZ,34.77,-9.3296,46724,EU
5259,Nkhata Bay,Nkhata Bay,MW,34.3,-11.6333,22108,EU
5260,Nkhotakota,Nkhotakota,MW,34.3,-12.9163,59854,EU
5261,Nochistlán de Mejía,Zacatecas,MX,-102.8464,21.3642,27932,AS
5262,Nogales,Veracruz,MX,-97.1667,18.8167,21113,AS
5263,Nogent-le-Rotrou,Centre-Val de Loire,FR,0.8217,48.3217,9610,AS
5264,Nogent-sur-Marne,Île-de-France,FR,2.4833,48.8375,32922,EU
5265,Nogent-sur-Seine,Grand Est,FR,3.5025,48.4936,5987,AF
5266,Nokia,Pirkanmaa,FI,23.5053,61.4767,33322,AF
5267,Nola,Sangha-Mbaéré,CF,16.0666,3.5337,26809,AF
5268,Nombre de Dios,Durango,MX,-104.2333,23.85,5302,NA
5269,Non Sang,Nong Bua Lamphu,TH,102.564,16.8699,8449,NA
5270,Non Sila,Khon Kaen,TH,102.6911,15.9617,5682,EU
5271,Non Sung,Nakhon Ratchasima,TH,102.2514,15.1788,9730,EU
5272,Nong Bua,Nakhon Sawan,TH,100.5858,15.8647,11951,EU
5273,Nong Bua Lamphu,Nong Bua Lamphu,TH,102.4444,17.2042,21528,EU
5274,Nong Chik,Pattani,TH,101.1781,6.8436,6347,AF
5275,Nong Khae,Sara Buri,TH,100.8727,14.3352,12336,NA
5276,Nong Khai,Nong Khai,TH,102.7467,17.8842,48274,AS
5277,Nong Ki,Buriram,TH,102.5325,14.6867,10089,AS
5278,Nong Kung Si,Kalasin,TH,103.3,16.65,9213,AS
5279,Nong Muang,Lop Buri,TH,100.6524,15.2348,5200,AS
5280,Nong Na Kham,Khon Kaen,TH,102.3404,16.802,5083,AS
5281,Nong Phai,Phetchabun,TH,101.0652,15.9972,7481,AS
5282,Nong Song Hong,Khon Kaen,TH,102.7909,15.7359,6106,AS
5283,Nong Wua So,Udon Thani,TH,102.5985,17.2702,9816,AS
5284,Nong’an,Jilin,CN,125.1702,44.419,141482,AS
5285,Nonthaburi,Nonthaburi,TH,100.5167,13.8667,255671,AS
5286,Noordwijk,Zuid-Holland,NL,4.4333,52.2333,42859,AS
5287,Noordwijkerhout,Zuid-Holland,NL,4.4919,52.2594,16605,AS
5288,Nopaltepec,Morelos,MX,-98.7125,19.7819,8182,AS
5289,Norak,Khatlon,TJ,69.325,38.3883,18950,AS
5290,Nordhausen,Thuringia,DE,10.7911,51.505,41791,AS
5291,Nordhorn,Lower Saxony,DE,7.0667,52.4333,53403,AS
5292,Norosí,Bolívar,CO,-74.0378,8.5261,9850,AS
5293,Norrköping,Östergötland,SE,16.1856,58.5919,88639,EU
5294,Northeim,Lower Saxony,DE,10.0011,51.7067,29107,EU
5295,Notodden,Telemark,NO,9.2658,59.5617,12994,NA
5296,Nouadhibou,Dakhlet Nouadhibou,MR,-17.0333,20.95,118000,AS
5297,Nouméa,Province Sud,NC,166.4443,-22.2625,93060,EU
5298,Nouna,Boucle du Mouhoun,BF,-3.8622,12.7329,29048,EU
5299,Nova Gorica,Nova Gorica,SI,13.65,45.9667,13031,SA
5300,Nova Gradiška,Brodsko-Posavska Županija,HR,17.3833,45.25,11821,EU
5301,Novaci,Novaci,MK,21.4561,41.0419,1283,EU
5302,Novara,Piedmont,IT,8.6167,45.45,104183,EU
5303,Novhorod-Siverskyi,Chernihivs’ka Oblast’,UA,33.2667,51.9833,12862,AF
5304,Novhorodka,Kirovohrads’ka Oblast’,UA,32.6466,48.3565,5675,OC
5305,Novi Pazar,Novi Pazar,RS,20.5167,43.15,66527,AF
5306,Novi Sad,Novi Sad,RS,19.8317,45.2644,380000,EU
5307,Novi Sanzhary,Poltavs’ka Oblast’,UA,34.3162,49.3354,8179,EU
5308,Novo Mesto,Novo Mesto,SI,15.1628,45.7981,24183,EU
5309,Novo Selo,Novo Selo,MK,22.88,41.4128,1246,EU
5310,Novohrad-Volynskyi,Zhytomyrs’ka Oblast’,UA,27.6333,50.5833,56288,EU
5311,Novomoskovsk,Dnipropetrovs’ka Oblast’,UA,35.2239,48.6328,70749,EU
5312,Novomykolayivka,Zaporiz’ka Oblast’,UA,35.9099,47.9779,5238,EU
5313,Novoselytsia,Chernivets’ka Oblast’,UA,26.2667,48.2167,7588,EU
5314,Novosibirsk,Novosibirskaya Oblast’,RU,82.9167,55.0333,1602915,EU
5315,Novozybkov,Bryanskaya Oblast’,RU,31.9333,52.5333,39725,EU
5316,Novska,Sisačko-Moslavačka Županija,HR,16.9833,45.3333,7028,EU
5317,Nové Mesto nad Váhom,Nitriansky,SK,17.8333,48.7833,20066,EU
5318,Nové Zámky,Nitriansky,SK,18.1728,47.9831,38172,EU
5319,Nowa Sól,Lubuskie,PL,15.7167,51.8,39721,EU
5320,Nowe Miasto Lubawskie,Warmińsko-Mazurskie,PL,19.5833,53.4167,10997,EU
5321,Nowshera,Khyber Pakhtunkhwa,PK,71.9747,34.0153,118594,EU
5322,Nowy Targ,Małopolskie,PL,20.0333,49.4833,33545,EU
5323,Nsanje,Nsanje,MW,35.2667,-16.9167,21774,EU
