,city,region,country,lng,lat,population,continent
398,Ardakān,Yazd,IR,54.0186,32.3094,75271,AS
399,Ardestān,Eşfahān,IR,52.3725,33.3797,14698,AS
400,Ardeşen,Rize,TR,40.9857,41.1914,5488,AS
401,Areguá,Central,PY,-57.4169,-25.3,67487,AS
402,Arendal,Aust-Agder,NO,8.7667,58.4667,45065,SA
403,Arequipa,Arequipa,PE,-71.5369,-16.3988,1008290,EU
404,Arezzo,Tuscany,IT,11.8781,43.4631,99419,SA
405,Arganil,Coimbra,PT,-8.05,40.2167,12145,EU
406,Argao,Cebu,PH,123.6,9.8833,78187,EU
407,Argelia,Cauca,CO,-77.2492,2.2558,27670,AS
408,Argentan,Normandie,FR,-0.0203,48.7444,13730,SA
409,Argenteuil,Île-de-France,FR,2.25,48.95,110213,EU
410,Argostóli,Ionía Nísia,GR,20.4883,38.1739,9748,EU
411,Ariana,L’Ariana,TN,10.1956,36.8625,114486,EU
412,Arica,Arica y Parinacota,CL,-70.3211,-18.4784,202131,AF
413,Aridaía,Kentrikí Makedonía,GR,22.0583,40.975,6561,SA
414,Arjona,Bolívar,CO,-75.3447,10.255,78070,EU
415,Arkhangelsk,Arkhangel’skaya Oblast’,RU,40.5333,64.55,351488,SA
416,Arles,Provence-Alpes-Côte d’Azur,FR,4.6278,43.6767,51031,EU
417,Arlit,Agadez,NE,7.3833,18.7333,78651,EU
418,Arlon,Wallonia,BE,5.8167,49.6836,29733,AF
419,Armamar,Viseu,PT,-7.6833,41.1167,6297,EU
420,Armanāz,Idlib,SY,36.5,36.0833,10296,EU
421,Armavir,Armavir,AM,44.04,40.15,38635,AS
422,Armenia,Quindío,CO,-75.6725,4.5389,301226,AS
423,Arnhem,Gelderland,NL,5.9167,51.9833,148070,SA
424,Arnstadt,Thuringia,DE,10.9464,50.8342,27304,EU
425,Arouca,Aveiro,PT,-8.2449,40.9338,22359,EU
426,Arraiolos,Évora,PT,-7.9843,38.7229,7363,EU
427,Arras,Hauts-de-France,FR,2.78,50.292,41555,EU
428,Arruda dos Vinhos,Lisboa,PT,-9.0667,38.9833,13391,EU
429,Arsanjān,Fārs,IR,53.3083,29.9122,17642,EU
430,Arsuz,Hatay,TR,35.8867,36.4128,79782,AS
431,Artashat,Ararat,AM,44.5506,39.9539,21300,AS
432,Arteaga,Coahuila de Zaragoza,MX,-100.8333,25.45,8446,AS
433,Artemisa,Artemisa,CU,-82.7633,22.8136,59130,NA
434,Artigas,Artigas,UY,-56.4704,-30.4028,40658,NA
435,Artvin,Artvin,TR,41.8194,41.1822,8719,SA
436,Arua,Arua,UG,30.91,3.03,250000,AS
437,Arusha,Arusha,TZ,36.6833,-3.3667,416442,AF
438,Arvayheer,Övörhangay,MN,102.775,46.2639,20000,AF
439,Arāk,Markazī,IR,49.7,34.08,520944,AS
440,As Safīrah,Ḩalab,SY,37.3725,36.0769,106460,AS
441,As Salamīyah,Ḩamāh,SY,37.0531,35.0111,110683,AS
442,As Salţ,Al Balqā’,JO,35.7272,32.0392,88900,AS
443,As Samāwah,Al Muthanná,IQ,45.2833,31.3167,215000,AS
444,As Sukhnah,Ḩimş,SY,38.8721,34.8868,16173,AS
445,As Sulaymānīyah,As Sulaymānīyah,IQ,45.4333,35.55,676500,AS
446,As Suqaylibīyah,Ḩamāh,SY,36.38,35.3697,17313,AS
447,As Suwaydā’,As Suwaydā’,SY,36.5667,32.7,64730,AS
448,Asadābād,Kunaṟ,AF,71.1528,34.8742,48400,AS
449,Ascensión,Chihuahua,MX,-107.9964,31.0928,13456,AS
450,Aschaffenburg,Bavaria,DE,9.1478,49.9757,70527,NA
451,Ascoli Piceno,Marche,IT,13.5753,42.8547,48773,EU
452,Ash Shaykh ‘Uthmān,‘Adan,YE,45.0279,12.8866,105248,EU
453,Ash Shaţrah,Dhī Qār,IQ,46.1772,31.4175,161949,AS
454,Ash Shiḩr,Ḩaḑramawt,YE,49.6069,14.7608,68313,AS
455,Ashgabat,Ahal,TM,58.3833,37.95,19426,AS
456,Ashkezar,Yazd,IR,54.2044,32.0,19123,AS
457,Ashmyany,Hrodzyenskaya Voblasts’,BY,25.9375,54.425,16966,AS
458,Ashtarak,Aragatsotn,AM,44.3617,40.2975,21600,EU
459,Asipovichy,Mahilyowskaya Voblasts’,BY,28.65,53.3,29981,AS
460,Asker,Oslo,NO,10.4392,59.8331,61523,EU
461,Askim,Østfold,NO,11.1629,59.5832,14488,EU
462,Askola,Uusimaa,FI,25.6,60.5278,5104,EU
463,Asmara,Ma’ākel,ER,38.9167,15.3333,963000,EU
464,Assab,Debubawī K’eyih Bahrī,ER,42.7411,13.0078,74405,AF
465,Assen,Drenthe,NL,6.55,53.0,67580,AF
466,Assomada,Santa Catarina,CV,-23.6654,15.0949,12026,EU
467,Astara,Astara,AZ,48.875,38.44,16800,AF
468,Asten,Noord-Brabant,NL,5.7472,51.4031,16710,AS
469,Asti,Piedmont,IT,8.2069,44.9,76211,EU
470,Astrakhan,Aqmola,KZ,69.795,51.5228,6313,EU
471,Astrakhan,Astrakhanskaya Oblast’,RU,48.0167,46.3333,532504,AS
472,Astravyets,Hrodzyenskaya Voblasts’,BY,25.9553,54.6136,14147,EU
473,Asunción,Asunción,PY,-57.6333,-25.3,524190,EU
474,Asunción Mita,Jutiapa,GT,-89.7167,14.3333,40391,SA
475,Asunción Nochixtlán,Oaxaca,MX,-97.2233,17.4581,18525,NA
476,Aswān,Aswān,EG,32.8997,24.0889,267913,NA
477,Asyūţ,Asyūţ,EG,31.1714,27.1869,389307,AF
478,Aszód,Pest,HU,19.4894,47.6514,6204,AF
479,At Tall,Rīf Dimashq,SY,36.3106,33.6103,63554,EU
480,At-Bashy,Naryn,KG,75.7968,41.1725,15601,AS
481,Atakpamé,Plateaux,TG,1.12,7.53,80683,AS
482,Atar,Adrar,MR,-13.05,20.5167,24021,AF
483,Atarjea,Guanajuato,MX,-99.7183,21.2678,5610,AF
484,Atbasar,Aqmola,KZ,68.3667,51.8,29733,NA
485,Atengo,Jalisco,MX,-104.0833,20.2167,5475,AS
486,Atescatempa,Jutiapa,GT,-89.7417,14.175,15820,NA
487,Ath,Wallonia,BE,3.7769,50.6311,29164,NA
488,Ath Thawrah,Ar Raqqah,SY,38.5464,35.8344,84000,EU
489,Athens,Attikí,GR,23.7281,37.9842,664046,AS
490,Ati,Batha,TD,18.3403,13.2139,20695,EU
491,Atlanta,Georgia,US,-84.4224,33.7627,5449398,AF
492,Atlautla,México,MX,-98.7167,19.0,27663,NA
493,Atoyac de Álvarez,Guerrero,MX,-100.4333,17.2,20515,NA
494,Attapu,Attapu,LA,106.8333,14.8,19200,NA
495,Attard,Attard,MT,14.45,35.9,10930,AS
496,Atushi,Xinjiang,CN,76.1753,39.7114,240368,EU
497,Atyraū,Atyraū,KZ,51.8833,47.1167,290700,AS
498,Auch,Occitanie,FR,0.5855,43.6465,22200,AS
499,Auckland,Auckland,NZ,174.7833,-36.85,1346091,EU
500,Augsburg,Bavaria,DE,10.8983,48.3717,295830,OC
501,Augusta,Maine,US,-69.7319,44.3341,22116,EU
502,Augustów,Podlaskie,PL,22.9667,53.85,30153,NA
503,Aurich,Lower Saxony,DE,7.4836,53.4714,41991,EU
504,Aurillac,Auvergne-Rhône-Alpes,FR,2.4406,44.9261,25531,EU
505,Austin,Texas,US,-97.7522,30.3004,1687311,EU
506,Autlán de Navarro,Jalisco,MX,-104.3667,19.7667,60572,NA
507,Autun,Bourgogne-Franche-Comté,FR,4.2986,46.9511,13157,NA
508,Auxerre,Bourgogne-Franche-Comté,FR,3.5672,47.7986,34764,EU
509,Avallon,Bourgogne-Franche-Comté,FR,3.9083,47.49,6513,EU
510,Avanos,Nevşehir,TR,34.8467,38.715,5675,EU
511,Aveiro,Aveiro,PT,-8.6553,40.6389,78450,AS
512,Avellaneda,Buenos Aires,AR,-58.3678,-34.6625,24313,EU
513,Avellino,Campania,IT,14.7897,40.9153,53908,SA
514,Avignon,Provence-Alpes-Côte d’Azur,FR,4.8075,43.95,91729,EU
515,Avranches,Normandie,FR,-1.3569,48.6844,10246,EU
516,Aweil,Northern Bahr el Ghazal,SS,27.4,8.7666,46705,EU
517,Awka,Anambra,NG,7.0667,6.2,301657,AF
518,Axapusco,México,MX,-98.7972,19.7194,21915,AF
519,Ayacucho,Ayacucho,PE,-74.2244,-13.1631,180766,NA
520,Ayacucho,Buenos Aires,AR,-58.4882,-37.1525,17364,SA
521,Ayancık,Sinop,TR,34.5833,41.95,5320,SA
522,Ayapel,Córdoba,CO,-75.145,8.3125,47247,AS
523,Aybastı,Ordu,TR,37.3992,40.6867,7450,SA
524,Aydın,Aydın,TR,27.8453,37.8481,191037,AS
525,Aydıncık,Mersin,TR,33.35,36.1667,7040,AS
526,Ayotoxco de Guerrero,Puebla,MX,-97.4,20.1,8558,AS
527,Ayutla de los Libres,Guerrero,MX,-99.2167,16.9,15370,NA
528,Ayvacık,Samsun,TR,36.6319,41.0036,5375,NA
529,Ayvalık,Balıkesir,TR,26.7,39.3167,16283,AS
530,Az Zabadānī,Rīf Dimashq,SY,36.1003,33.7247,26285,AS
531,Az Zaqāzīq,Ash Sharqīyah,EG,31.5167,30.5833,285097,AS
532,Az Zarqā’,Az Zarqā’,JO,36.1,32.0833,481300,AF
533,Az Zubayr,Al Başrah,IQ,47.7081,30.3892,370000,AS
534,Az Zāwīyah,Az Zāwiyah,LY,12.72,32.7604,200000,AS
535,Azambuja,Lisboa,PT,-8.8667,39.0667,21814,AF
536,Azare,Bauchi,NG,10.19,11.6804,105687,EU
537,Aznā,Lorestān,IR,49.455,33.4539,47489,AF
538,Azogues,Cañar,EC,-78.8333,-2.7333,33848,AS
539,Azov,Rostovskaya Oblast’,RU,39.4167,47.1,80721,SA
540,Azua,Valdesia,DO,-70.74,18.46,91345,EU
541,Azul,Buenos Aires,AR,-59.85,-36.7833,55728,NA
542,Aígina,Attikí,GR,23.4275,37.7467,6867,SA
543,Aígio,Dytikí Elláda,GR,22.0833,38.25,20422,EU
544,Añatuya,Santiago del Estero,AR,-62.8333,-28.4667,14133,EU
545,Ağcabədi,Ağcabədi,AZ,47.4502,40.0489,39200,SA
546,Ağdam,Ağdam,AZ,46.9167,39.9833,3770,AS
547,Ağdaş,Ağdaş,AZ,47.4833,40.65,29600,AS
548,Ağrı,Ağrı,TR,43.0544,39.7225,24168,AS
549,Ağstafa,Ağstafa,AZ,45.45,41.1167,20200,AS
550,Ağsu,Ağsu,AZ,48.3928,40.5708,20200,AS
551,Aībak,Samangān,AF,68.0394,36.2534,4938,AS
552,Aş Şanamayn,Dar‘ā,SY,36.1842,33.0711,26268,AS
553,Aşkale,Erzurum,TR,40.6947,39.9211,6943,AS
554,Aţ Ţafīlah,Aţ Ţafīlah,JO,35.6044,30.8375,23512,AS
555,Aţ Ţūr,Janūb Sīnā’,EG,33.6167,28.2333,12733,AS
556,Baabda,Mont-Liban,LB,35.5333,33.8333,9000,AF
557,Baalbek,Baalbek-Hermel,LB,36.2086,34.0061,24000,AS
558,Baarle-Nassau,Noord-Brabant,NL,4.9333,51.45,6847,AS
559,Baarn,Utrecht,NL,5.2861,52.2125,24767,EU
560,Babaeski,Kırklareli,TR,27.0931,41.4325,13879,EU
561,Babahoyo,Los Ríos,EC,-79.5167,-1.8167,90191,AS
562,Babati,Manyara,TZ,35.7475,-4.2117,30975,SA
563,Babruysk,Mahilyowskaya Voblasts’,BY,29.2333,53.15,212200,AF
564,Babək,Babək,AZ,45.4114,39.1111,5600,EU
565,Baclayon,Bohol,PH,123.9135,9.6227,22461,AS
566,Bacolod,Bacolod,PH,122.9509,10.6765,600783,AS
567,Bacău,Bacău,RO,26.9167,46.5833,144307,AS
568,Bad Dürkheim,Rhineland-Palatinate,DE,8.1724,49.4618,18476,EU
569,Bad Ems,Rhineland-Palatinate,DE,7.7106,50.3381,9681,EU
570,Bad Fallingbostel,Lower Saxony,DE,9.6967,52.8675,11852,EU
571,Bad Hersfeld,Hesse,DE,9.7067,50.8683,29800,EU
572,Bad Homburg,Hesse,DE,8.6105,50.2292,54248,EU
573,Bad Kissingen,Bavaria,DE,10.0667,50.2,22444,EU
574,Bad Kreuznach,Rhineland-Palatinate,DE,7.8669,49.8469,50948,EU
575,Bad Neuenahr-Ahrweiler,Rhineland-Palatinate,DE,7.1133,50.5447,28251,EU
576,Bad Neustadt,Bavaria,DE,10.2161,50.3219,15411,EU
577,Bad Oldesloe,Schleswig-Holstein,DE,10.3742,53.8117,24744,EU
578,Bad Reichenhall,Bavaria,DE,12.8769,47.7247,18278,EU
579,Bad Salzungen,Thuringia,DE,10.2333,50.8117,20244,EU
580,Bad Schwalbach,Hesse,DE,8.0694,50.1401,11187,EU
581,Bad Segeberg,Schleswig-Holstein,DE,10.3089,53.9356,17267,EU
582,Bad Tölz,Bavaria,DE,11.5567,47.7603,18802,EU
583,Bad Zurzach,Aargau,CH,8.2933,47.5877,8476,EU
584,Badajoz,Extremadura,ES,-6.9753,38.8803,150610,EU
585,Baden-Baden,Baden-Württemberg,DE,8.2408,48.7619,55449,EU
586,Badian,Cebu,PH,123.3959,9.8694,43735,EU
587,Badulla,Uva,LK,81.0564,6.9847,42923,AS
588,Bafatá,Bafatá,GW,-14.6575,12.1719,22501,AS
589,Bafoulabé,Kayes,ML,-10.8322,13.8064,26823,AF
590,Bafoussam,Ouest,CM,10.4167,5.4667,290768,AF
591,Bafra,Samsun,TR,35.9069,41.5682,97452,AF
592,Baghdad,Baghdād,IQ,44.4167,33.35,6107000,AS
593,Baghlān,Baghlān,AF,68.7,36.1328,39228,AS
594,Bagnères-de-Bigorre,Occitanie,FR,0.1497,43.0642,7103,AS
595,Bago,Bago,MM,96.4981,17.3433,284179,EU
596,Bagrationovsk,Kaliningradskaya Oblast’,RU,20.6333,54.3833,6482,AS
597,Baguio City,Baguio,PH,120.5956,16.4152,366358,EU
598,Bahawalnagar,Punjab,PK,73.2536,29.9944,141935,AS
599,Bahawalpur,Punjab,PK,71.6722,29.3956,762111,AS
600,Bahir Dar,Āmara,ET,37.39,11.585,243300,AS
601,Bahçe,Osmaniye,TR,36.5825,37.2039,12917,AF
602,Bahía Blanca,Buenos Aires,AR,-62.2667,-38.7167,299101,AS
603,Bahía Honda,Artemisa,CU,-83.1639,22.9064,43483,SA
604,Bahār,Hamadān,IR,48.4414,34.9069,673405,NA
605,Bahşılı,Kırıkkale,TR,33.4716,39.8136,7907,AS
606,Baia Mare,Maramureş,RO,23.5819,47.6597,123738,AS
607,Baicheng,Guangxi,CN,106.6194,23.901,3669400,EU
608,Baicheng,Jilin,CN,122.832,45.6148,2032356,AS
609,Baicheng,Xinjiang,CN,81.8715,41.7957,49207,AS
610,Baidoa,Bay,SO,43.65,3.1167,129839,AS
611,Baiquan,Heilongjiang,CN,126.0819,47.6018,70472,AF
612,Baishan,Jilin,CN,126.4179,41.9377,1296127,AS
613,Baiyin,Gansu,CN,104.1766,36.5448,1708751,AS
614,Baião,Porto,PT,-8.0333,41.1667,20522,AS
615,Baja,Bács-Kiskun,HU,18.9536,46.1833,34788,EU
616,Bajestān,Khorāsān-e Raẕavī,IR,58.1844,34.5164,11741,EU
617,Bajina Bašta,Bajina Bašta,RS,19.5597,43.9731,26022,AS
618,Bakhchysarai,"Krym, Avtonomna Respublika",UA,33.8608,44.7528,27351,EU
619,Bakhmut,Donets’ka Oblast’,UA,38.0067,48.6044,75798,EU
620,Baku,Bakı,AZ,49.8352,40.3667,2181800,EU
621,Balad,Şalāḩ ad Dīn,IQ,44.1456,34.0147,80000,AS
622,Balakən,Balakən,AZ,46.4165,41.7186,8134,AS
623,Balancán,Tabasco,MX,-91.53,17.8,11895,AS
624,Balanga,Bataan,PH,120.5333,14.6833,104173,NA
625,Balassagyarmat,Nógrád,HU,19.2937,48.0712,14262,AS
626,Balatonalmádi,Veszprém,HU,18.0219,47.0292,8640,EU
627,Balatonfüred,Veszprém,HU,17.8833,46.95,12923,EU
628,Balboa,Cauca,CO,-77.2164,2.0406,26384,EU
629,Balcarce,Buenos Aires,AR,-58.2556,-37.8464,38823,SA
630,Balchik,Dobrich,BG,28.1662,43.4102,12421,SA
631,Baler,Aurora,PH,121.5625,15.7583,43785,EU
632,Balingen,Baden-Württemberg,DE,8.8506,48.2731,34505,AS
633,Balkanabat,Balkan,TM,54.365,39.5119,89785,EU
634,Balkh,Balkh,AF,66.8989,36.7581,77000,AS
635,Balmazújváros,Hajdú-Bihar,HU,21.35,47.6167,17109,AS
636,Balsthal,Solothurn,CH,7.6944,47.3164,6117,EU
637,Balta,Odes’ka Oblast’,UA,29.6225,47.9361,19353,EU
638,Baltiysk,Kaliningradskaya Oblast’,RU,19.9167,54.65,33317,EU
639,Balvi,Balvu Novads,LV,27.2667,57.1292,5840,EU
640,Balzan,Balzan,MT,14.4533,35.8975,3958,EU
641,Balzers,Balzers,LI,9.5,47.0667,4628,EU
642,Balıkesir,Balıkesir,TR,27.8842,39.6511,69341,EU
643,Bam,Kermān,IR,58.3583,29.1083,127396,AS
644,Bama,Borno,NG,13.69,11.5204,118121,AS
645,Bamako,Bamako,ML,-7.9922,12.6458,2009109,AF
646,Bambari,Ouaka,CF,20.6833,5.7667,41356,AF
647,Bamberg,Bavaria,DE,10.8917,49.8917,77592,AF
648,Bamenda,North-West,CM,10.1667,5.9333,269530,EU
649,Bamiantong,Heilongjiang,CN,130.5212,44.9164,330000,AF
650,Bamnet Narong,Chaiyaphum,TH,101.681,15.5034,7147,AS
651,Ban Bueng,Chon Buri,TH,101.1114,13.314,19346,AS
652,Ban Chang,Rayong,TH,101.0669,12.7209,27668,AS
653,Ban Dung,Udon Thani,TH,103.2623,17.704,15913,AS
654,Ban Haet,Khon Kaen,TH,102.7492,16.2,6722,AS
655,Ban Houayxay,Bokèo,LA,100.4167,20.2833,17687,AS
656,Ban Laem,Phetchaburi,TH,99.9767,13.2168,12541,AS
657,Ban Na San,Surat Thani,TH,99.3635,8.7997,19801,AS
658,Ban Phai,Khon Kaen,TH,102.7362,16.073,28913,AS
659,Ban Phue,Udon Thani,TH,102.4756,17.6874,7740,AS
660,Ban Pong,Ratchaburi,TH,99.883,13.8174,17298,AS
661,Ban Tak,Tak,TH,99.0742,17.05,6568,AS
662,Banamba,Koulikoro,ML,-7.45,13.55,30591,AS
663,Banaybanay,Davao Oriental,PH,126.0126,6.9699,44451,AF
664,Banda Aceh,Aceh,ID,95.3175,5.55,235305,AS
665,Bandar Lampung,Lampung,ID,105.2625,-5.4294,1166761,AS
666,Bandar Seri Begawan,Brunei and Muara,BN,114.9167,4.9167,50000,AS
667,Bandar ‘Abbās,Hormozgān,IR,56.25,27.2,526648,AS
668,Bandar-e Anzalī,Gīlān,IR,49.4667,37.4667,110643,AS
669,Bandar-e Būshehr,Būshehr,IR,50.8333,28.9667,195222,AS
670,Bandar-e Genāveh,Būshehr,IR,50.5167,29.5833,64110,AS
671,Bandar-e Māhshahr,Khūzestān,IR,49.1981,30.5589,162797,AS
672,Bandundu,Kwilu,CD,17.38,-3.31,118211,AS
673,Bandung,Jawa Barat,ID,107.5667,-6.95,2875673,AF
674,Bandırma,Balıkesir,TR,27.9725,40.3542,33116,AS
675,Banes,Holguín,CU,-75.7117,20.9697,34452,AS
676,Banfora,Cascades,BF,-4.7589,10.6308,117200,NA
677,Bang Ban,Phra Nakhon Si Ayutthaya,TH,100.4758,14.4247,11092,AF
678,Bang Bua Thong,Nonthaburi,TH,100.4263,13.9099,50141,AS
679,Bang Khla,Chachoengsao,TH,101.2105,13.7268,9311,AS
680,Bang Kruai,Nonthaburi,TH,100.4755,13.8042,42390,AS
681,Bang Len,Nakhon Pathom,TH,100.1719,14.0219,8429,AS
682,Bang Mun Nak,Phichit,TH,100.3792,16.0278,8448,AS
683,Bang Pa-in,Phra Nakhon Si Ayutthaya,TH,100.5813,14.22,7380,AS
684,Bang Phae,Ratchaburi,TH,99.9068,13.6983,16130,AS
685,Bang Racham,Sing Buri,TH,100.3235,14.8864,13937,AS
686,Bang Sai,Phra Nakhon Si Ayutthaya,TH,100.3037,14.3347,5277,AS
687,Bang Sao Thong,Samut Prakan,TH,100.7957,13.5812,23630,AS
688,Bangalore,Karnātaka,IN,77.5913,12.9791,13999000,AS
689,Bangar,Temburong,BN,115.0739,4.7086,626,AS
690,Bangassou,Mbomou,CF,22.819,4.737,31453,AS
691,Bangkok,Krung Thep Maha Nakhon,TH,100.5167,13.75,17573000,AF
692,Bangued,Abra,PH,120.6179,17.5965,50382,AS
693,Bangui,Bangui,CF,18.5628,4.3732,889231,AS
694,Banhā,Al Qalyūbīyah,EG,31.1797,30.4628,157701,AF
695,Banja Luka,"Srpska, Republika",BA,17.1833,44.7667,199191,AF
696,Banjar,Jawa Barat,ID,108.5333,-7.3667,182819,EU
697,Banjarmasin,Kalimantan Selatan,ID,114.5921,-3.319,692793,AS
698,Banjul,Banjul,GM,-16.5775,13.4531,31356,AS
699,Bannu,Khyber Pakhtunkhwa,PK,70.6056,32.9889,62191,AF
700,Banská Bystrica,Banskobystrický,SK,19.1453,48.7353,78327,AS
701,Banská Štiavnica,Banskobystrický,SK,18.8931,48.4586,10097,EU
702,Banyuwangi,Jawa Timur,ID,114.3696,-8.195,172424,EU
703,Baní,Valdesia,DO,-70.33,18.29,145595,AS
704,Banī Suwayf,Banī Suwayf,EG,31.0833,29.0667,193048,NA
705,Bar,Bar,ME,19.1,42.1,13719,AF
706,Bar,Vinnyts’ka Oblast’,UA,27.6831,49.0781,16136,EU
707,Bar-le-Duc,Grand Est,FR,5.1672,48.7717,14733,EU
708,Baracoa,Guantánamo,CU,-74.4956,20.3444,79797,EU
709,Baradero,Buenos Aires,AR,-59.5167,-33.8,28537,NA
710,Barahona,Enriquillo,DO,-71.0996,18.2079,83619,SA
711,Barakī Barak,Lōgar,AF,68.9667,33.9667,22305,NA
712,Baranavichy,Brestskaya Voblasts’,BY,25.9833,53.1167,174183,AS
713,Baranoa,Atlántico,CO,-74.9194,10.7956,50261,EU
714,Barbosa,Antioquia,CO,-75.3306,6.4375,53167,SA
715,Barbosa,Santander,CO,-73.6147,5.9331,29581,SA
716,Barcelona,Anzoátegui,VE,-64.6833,10.1333,448016,SA
717,Barcelona,Catalonia,ES,2.1769,41.3825,4735000,SA
718,Barcelos,Braga,PT,-8.6167,41.5333,120391,EU
719,Barclayville,Grand Kru,LR,-8.1667,4.8,2733,EU
720,Barcs,Somogy,HU,17.46,45.96,10501,AF
721,Bardaskan,Khorāsān-e Raẕavī,IR,57.9722,35.2631,28233,EU
722,Bardejov,Prešovský,SK,21.2758,49.295,32587,AS
723,Barendrecht,Zuid-Holland,NL,4.5333,51.85,48673,EU
724,Bari,Puglia,IT,16.8667,41.1253,323370,EU
725,Barinas,Barinas,VE,-70.2075,8.6226,284289,EU
726,Barishal,Barisāl,BD,90.3667,22.7,230000,SA
727,Barletta,Puglia,IT,16.2833,41.3167,94477,AS
728,Barnaul,Altayskiy Kray,RU,83.7872,53.3567,633301,EU
729,Barneveld,Gelderland,NL,5.5833,52.1333,57971,EU
730,Barobo,Surigao del Sur,PH,126.2,8.55,53146,EU
731,Barquisimeto,Lara,VE,-69.3467,10.0678,1059092,AS
732,Barrancabermeja,Santander,CO,-73.8472,7.0675,210729,SA
733,Barranquilla,Atlántico,CO,-74.7964,10.9639,1274250,SA
734,Barreiro,Setúbal,PT,-9.0733,38.6609,78764,SA
735,Bartica,Cuyuni-Mazaruni,GY,-58.6167,6.4,8532,EU
736,Bartolomé Masó,Granma,CU,-76.9428,20.1686,56460,SA
737,Bartoszyce,Warmińsko-Mazurskie,PL,20.8082,54.2535,22984,NA
738,Bartın,Bartın,TR,32.3375,41.6344,35992,EU
739,Baruta,Miranda,VE,-66.8754,10.4335,240755,AS
740,Baruun-Urt,Sühbaatar,MN,113.2786,46.6829,14297,SA
741,Basarabeasca,Basarabeasca,MD,28.9667,46.3333,8471,AS
742,Bascharage,Capellen,LU,5.9167,49.5667,5715,EU
743,Basco,Batanes,PH,121.9667,20.45,9517,EU
744,Basel,Basel-Stadt,CH,7.5906,47.5606,177827,AS
745,Baskil,Elazığ,TR,38.8236,38.5674,5002,EU
746,Basse Santa Su,Upper River,GM,-14.223,13.31,14380,AS
747,Basseterre,Saint George Basseterre,KN,-62.7342,17.2983,13220,AF
748,Bastak,Hormozgān,IR,54.3667,27.1992,9959,NA
749,Bastogne,Wallonia,BE,5.72,50.0042,15894,AS
750,Basuo,Hainan,CN,108.6391,19.102,167636,EU
751,Bata,Litoral,GQ,9.77,1.865,250770,AS
752,Batabanó,Mayabeque,CU,-82.2833,22.7167,25664,AF
753,Batalha,Leiria,PT,-8.8167,39.65,15805,NA
754,Batangas,Batangas,PH,121.05,13.75,351437,EU
755,Batken,Batken,KG,70.8194,40.0625,12134,AS
756,Batman,Batman,TR,41.1333,37.8833,26730,AS
757,Batna,Batna,DZ,6.1667,35.55,290645,AS
758,Baton Rouge,Louisiana,US,-91.131,30.4418,570308,AF
759,Battalgazi,Malatya,TR,38.3656,38.4228,14994,NA
760,Battambang,Battambang,KH,103.1983,13.1028,130000,AS
761,Batumi,Ajaria,GE,41.6417,41.6458,154600,AS
762,Bauchi,Bauchi,NG,9.8442,10.3158,693700,AS
763,Bauska,Bauskas Novads,LV,24.1875,56.4067,9840,
764,Bauta,Artemisa,CU,-82.5492,22.9919,23557,AF
765,Bautzen,Saxony,DE,14.4239,51.1814,37966,EU
766,Bayamo,Granma,CU,-76.6428,20.3817,235107,NA
767,Bayan Hot,Inner Mongolia,CN,105.7001,38.8556,94445,EU
768,Bayanhongor,Bayanhongor,MN,100.7181,46.1944,26252,NA
769,Bayburt,Bayburt,TR,40.226,40.2546,23690,AS
770,Bayeux,Normandie,FR,-0.7039,49.2786,13017,AS
771,Bayjī,Şalāḩ ad Dīn,IQ,43.4931,34.9292,60000,AS
772,Bayombong,Nueva Vizcaya,PH,121.15,16.4833,67714,EU
773,Bayonne,Nouvelle-Aquitaine,FR,-1.48,43.49,51411,AS
774,Bayreuth,Bavaria,DE,11.5783,49.9481,74657,AS
775,Bayt al Faqīh,Al Ḩudaydah,YE,43.3167,14.5167,41652,EU
776,Bayındır,İzmir,TR,27.6481,38.2192,11273,EU
777,Bazhou,Sichuan,CN,106.7559,31.8576,3283148,AS
778,Bač,Bač,RS,19.2353,45.3886,6087,AS
779,Bačka Palanka,Bačka Palanka,RS,19.3886,45.2506,29449,AS
780,Bačka Topola,Bačka Topola,RS,19.635,45.8089,16171,EU
781,Bački Petrovac,Bački Petrovac,RS,19.5883,45.3564,6155,EU
782,Başmakçı,Afyonkarahisar,TR,30.0101,37.8973,5034,EU
783,Ba‘qūbah,Diyālá,IQ,44.6436,33.7447,467900,EU
784,Beaune,Bourgogne-Franche-Comté,FR,4.8397,47.025,20711,AS
785,Beauvais,Hauts-de-France,FR,2.0952,49.4303,56605,AS
786,Bedekovčina,Krapinsko-Zagorska Županija,HR,16.0,46.0333,8079,EU
787,Bedum,Groningen,NL,6.6,53.3,10475,EU
788,Beek,Limburg,NL,5.7961,50.9394,15929,EU
789,Beek en Donk,Noord-Brabant,NL,5.6208,51.5161,22333,EU
790,Beersheba,Southern,IL,34.7978,31.2589,209000,EU
791,Beeskow,Brandenburg,DE,14.25,52.1667,8070,EU
792,Behbahān,Khūzestān,IR,50.2417,30.5958,122604,AS
793,Beichengqu,Inner Mongolia,CN,113.1565,40.4348,245608,EU
794,Beidao,Gansu,CN,105.918,34.602,1225000,AS
795,Beihai,Guangxi,CN,109.1,21.4667,1680000,AS
796,Beijing,Beijing,CN,116.4075,39.904,19437000,AS
797,Beilen,Drenthe,NL,6.5111,52.8567,14089,AS
798,Beira,Sofala,MZ,34.85,-19.8333,436240,AS
